shRNA_names,Q4,Q1,Q2,Q3
Orc1.3_repP8-14_rep2,49.05,44.40,52.66,46.63
Orc1.4_repP8-14_rep2,54.86,47.30,49.00,47.56
Padi1.1_repP8-14_rep2,64.48,45.39,46.57,46.18
Padi1.2_repP8-14_rep2,49.12,38.37,46.78,46.64
Padi1.3_repP8-14_rep2,61.12,77.09,49.77,66.05
Padi1.4_repP8-14_rep2,51.04,44.68,48.26,52.77
Padi2.1_repP8-14_rep2,63.08,52.63,53.03,51.23
Padi2.2_repP8-14_rep2,48.77,48.84,48.69,47.57
Padi2.3_repP8-14_rep2,51.40,45.38,49.61,46.81
Padi3_repP8-14_rep2,65.40,47.72,46.63,47.21
Padi4.1_repP8-14_rep2,64.08,47.28,46.31,50.57
Padi4.2_repP8-14_rep2,62.84,44.95,46.49,59.54
Padi4.3_repP8-14_rep2,51.27,57.77,46.78,48.43
Padi4.4_repP8-14_rep2,49.97,42.56,54.84,47.58
Padi6.1_repP8-14_rep2,50.20,44.46,62.84,60.92
Padi6.2_repP8-14_rep2,48.77,49.90,50.86,53.47
Padi6.3_repP8-14_rep2,48.43,64.86,47.35,44.45
Padi6.4_repP8-14_rep2,50.30,47.01,46.78,50.63
Paf1.1_repP8-14_rep2,51.93,58.37,57.67,51.23
Paf1.2_repP8-14_rep2,47.83,76.55,67.81,64.99
Paf1.3_repP8-14_rep2,54.01,76.39,50.64,46.90
Parp1.1_repP8-14_rep2,43.34,69.61,68.50,48.49
Parp1.2_repP8-14_rep2,48.21,50.96,44.71,55.47
Parp1.3_repP8-14_rep2,49.91,48.55,46.31,39.48
Parp1.4_repP8-14_rep2,48.40,42.99,44.43,47.69
Parp2.1_repP8-14_rep2,52.93,67.30,50.90,59.27
Parp2.2_repP8-14_rep2,48.43,48.07,68.20,49.06
Parp2.3_repP8-14_rep2,49.31,47.69,64.58,45.06
Paxip1.1_repP8-14_rep2,47.44,53.35,45.81,67.68
Paxip1.2_repP8-14_rep2,44.57,45.45,54.14,46.85
Paxip1.3_repP8-14_rep2,48.43,39.94,53.26,51.07
Paxip1.4_repP8-14_rep2,47.16,74.34,46.78,46.34
Pbrm1.1_repP8-14_rep2,49.52,45.56,43.99,52.48
Pbrm1.2_repP8-14_rep2,47.12,64.47,46.73,46.62
Pbrm1.3_repP8-14_rep2,52.37,46.13,46.46,52.56
Pbrm1.4_repP8-14_rep2,57.80,53.27,40.54,50.79
Pcgf1.1_repP8-14_rep2,51.22,56.79,43.99,46.92
Pcgf1.2_repP8-14_rep2,45.42,45.39,64.55,60.90
Pcgf1.3_repP8-14_rep2,48.63,48.58,75.76,41.02
Pcgf1.4_repP8-14_rep2,51.06,57.81,36.96,50.48
Pcgf2.2_repP8-14_rep2,42.96,69.14,52.80,46.64
Pcgf2.3_repP8-14_rep2,51.70,45.11,76.33,50.59
Pcgf2.4_repP8-14_rep2,46.53,46.70,47.27,47.58
Pcgf5.1_repP8-14_rep2,47.19,49.31,46.78,70.48
Pcgf5.2_repP8-14_rep2,49.37,45.40,47.60,76.33
Pcgf5.3_repP8-14_rep2,48.18,44.68,50.22,47.55
Pcgf5.4_repP8-14_rep2,46.49,71.88,46.58,54.00
Pcgf6.1_repP8-14_rep2,48.43,45.75,45.88,47.20
Pcgf6.2_repP8-14_rep2,49.37,45.57,69.81,47.36
Pcgf6.3_repP8-14_rep2,52.59,44.91,75.44,41.09
Pcgf6.4_repP8-14_rep2,48.21,65.70,49.82,46.36
Pcmt1.1_repP8-14_rep2,49.00,44.82,44.75,57.30
Pcmt1.3_repP8-14_rep2,49.29,57.29,45.59,63.68
Pcmt1.4_repP8-14_rep2,56.65,48.63,36.28,47.58
Phc1.1_repP8-14_rep2,49.49,45.17,46.16,64.41
Phc1.2_repP8-14_rep2,48.42,64.88,55.92,47.18
Phc1.3_repP8-14_rep2,50.39,68.00,54.34,47.58
Phc1.4_repP8-14_rep2,48.43,45.40,47.22,48.84
Phc2.1_repP8-14_rep2,68.92,71.85,58.20,35.51
Phc2.2_repP8-14_rep2,37.93,45.47,57.46,49.58
Phc3.1_repP8-14_rep2,46.41,69.15,48.65,45.91
Phc3.2_repP8-14_rep2,65.28,46.37,36.20,49.80
Phc3.3_repP8-14_rep2,45.07,42.86,47.71,71.20
Phf1.1_repP8-14_rep2,42.58,43.88,46.78,51.19
Phf1.2_repP8-14_rep2,63.10,62.58,46.78,45.66
Phf1.3_repP8-14_rep2,52.54,47.85,60.90,56.66
Phf1.4_repP8-14_rep2,47.10,45.34,51.43,68.87
Phf10.1_repP8-14_rep2,46.44,46.70,49.93,65.27
Phf10.2_repP8-14_rep2,60.04,44.63,50.17,48.81
Phf10.3_repP8-14_rep2,59.93,39.21,45.36,32.88
Phf17.1_repP8-14_rep2,58.91,69.04,54.21,47.11
Phf17.2_repP8-14_rep2,51.78,45.92,46.67,48.01
Phf19.1_repP8-14_rep2,59.57,46.10,45.61,43.20
Phf19.2_repP8-14_rep2,48.42,47.86,67.21,41.53
Phf19.3_repP8-14_rep2,53.00,49.40,45.30,46.84
Phf19.4_repP8-14_rep2,48.43,47.20,59.98,46.31
Phf2.1_repP8-14_rep2,50.79,34.94,76.33,44.69
Phf2.2_repP8-14_rep2,48.43,43.87,46.73,54.75
Phf2.3_repP8-14_rep2,49.96,42.91,41.97,46.02
Phf2.4_repP8-14_rep2,48.07,43.82,43.75,50.10
Phf20.1_repP8-14_rep2,48.17,46.95,55.98,47.58
Phf20.2_repP8-14_rep2,53.98,44.66,47.26,67.63
Phf20.3_repP8-14_rep2,63.30,49.28,49.53,48.45
Phf20.4_repP8-14_rep2,48.98,44.99,65.22,45.59
Phf20l1.1_repP8-14_rep2,61.10,50.49,46.78,53.42
Phf20l1.2_repP8-14_rep2,75.89,44.75,43.10,52.32
Phf20l1.3_repP8-14_rep2,47.11,60.09,62.80,45.05
Phf20l1.4_repP8-14_rep2,48.14,42.25,52.52,46.68
Phf8.1_repP8-14_rep2,48.09,48.05,49.33,47.58
Phf8.2_repP8-14_rep2,39.06,76.65,64.47,60.55
Phf8.3_repP8-14_rep2,48.28,44.70,59.93,47.58
Phip.1_repP8-14_rep2,48.43,46.01,40.08,46.55
Phip.2_repP8-14_rep2,49.23,44.42,46.34,64.88
Phip.3_repP8-14_rep2,61.24,46.08,45.87,48.32
Phip.4_repP8-14_rep2,48.43,44.54,54.75,45.92
Polr2b.1_repP8-14_rep2,51.36,46.84,46.46,49.89
Polr2b.2_repP8-14_rep2,43.98,43.84,41.95,50.19
Polr2b.3_repP8-14_rep2,64.21,45.21,46.07,42.82
Polr2b.4_repP8-14_rep2,56.07,50.54,46.41,53.37
Ppargc1a.1_repP8-14_rep2,57.30,44.14,46.43,47.13
Ppargc1a.2_repP8-14_rep2,51.22,65.14,47.55,45.63
Ppargc1a.3_repP8-14_rep2,48.77,45.40,54.40,62.69
Ppargc1a.4_repP8-14_rep2,48.43,16.50,46.99,51.06
Prdm1.1_repP8-14_rep2,54.26,53.83,56.18,48.89
Prdm1.2_repP8-14_rep2,49.32,54.16,52.01,47.11
Prdm1.3_repP8-14_rep2,48.28,43.87,48.18,42.97
Prdm1.4_repP8-14_rep2,45.99,48.84,46.55,47.33
Prdm10.1_repP8-14_rep2,50.09,42.87,62.22,48.19
Prdm10.2_repP8-14_rep2,69.15,75.05,45.28,72.67
Prdm10.3_repP8-14_rep2,48.53,45.39,44.86,49.19
Prdm10.4_repP8-14_rep2,47.76,43.73,48.79,48.69
Prdm11.2_repP8-14_rep2,44.77,45.19,54.81,59.17
Prdm11.3_repP8-14_rep2,32.98,48.94,61.24,45.31
Prdm11.4_repP8-14_rep2,49.72,46.77,44.78,46.27
Prdm12.1_repP8-14_rep2,48.43,43.52,42.70,50.55
Prdm12.2_repP8-14_rep2,51.18,46.35,56.86,47.14
Prdm12.3_repP8-14_rep2,49.09,77.05,48.26,61.57
Prdm12.4_repP8-14_rep2,48.73,43.52,46.47,46.78
Prdm13.1_repP8-14_rep2,40.59,49.88,47.48,44.85
Prdm13.2_repP8-14_rep2,52.27,46.96,53.19,47.54
Prdm13.4_repP8-14_rep2,51.70,54.62,46.78,48.62
Prdm14.1_repP8-14_rep2,56.49,46.08,46.78,54.93
Prdm14.2_repP8-14_rep2,50.38,41.06,22.63,49.22
Prdm14.3_repP8-14_rep2,46.91,40.34,59.10,48.54
Prdm14.4_repP8-14_rep2,49.76,46.72,46.79,47.84
Prdm15.1_repP8-14_rep2,48.90,71.25,57.80,47.59
Prdm15.2_repP8-14_rep2,62.05,53.62,41.69,33.06
Prdm15.3_repP8-14_rep2,48.51,48.11,46.78,47.58
Prdm15.4_repP8-14_rep2,50.88,54.95,46.93,47.36
Prdm16.1_repP8-14_rep2,42.98,26.80,46.61,60.97
Prdm16.2_repP8-14_rep2,45.82,59.93,47.01,50.38
Prdm16.3_repP8-14_rep2,62.21,46.28,46.18,49.78
Prdm2.1_repP8-14_rep2,70.35,47.70,46.66,47.64
Prdm2.2_repP8-14_rep2,46.91,46.82,52.40,47.58
Prdm2.3_repP8-14_rep2,48.43,57.61,55.25,47.35
Prdm2.4_repP8-14_rep2,47.93,46.16,55.29,46.12
Prdm4.1_repP8-14_rep2,49.31,45.52,46.79,45.56
Prdm4.2_repP8-14_rep2,51.17,45.39,55.24,43.22
Prdm4.3_repP8-14_rep2,54.43,44.97,46.68,49.92
Prdm4.4_repP8-14_rep2,49.04,45.39,46.48,54.02
Prdm5.1_repP8-14_rep2,48.81,66.60,45.22,50.00
Prdm5.2_repP8-14_rep2,48.50,50.05,47.14,27.55
Prdm5.3_repP8-14_rep2,62.19,55.38,71.75,62.57
Prdm5.4_repP8-14_rep2,51.95,44.09,74.38,54.68
Prdm6.1_repP8-14_rep2,37.94,45.97,45.04,64.35
Prdm6.2_repP8-14_rep2,48.43,67.17,67.31,48.53
Prdm6.3_repP8-14_rep2,45.40,70.31,49.31,51.08
Prdm6.4_repP8-14_rep2,55.19,46.38,74.14,47.58
Prdm8.1_repP8-14_rep2,64.47,44.50,69.10,57.18
Prdm8.2_repP8-14_rep2,38.97,48.31,47.62,55.67
Prdm8.3_repP8-14_rep2,61.14,45.39,51.80,70.69
Prdm8.4_repP8-14_rep2,63.35,47.16,45.02,63.48
Prdm9.1_repP8-14_rep2,48.95,51.28,46.78,57.07
Prdm9.2_repP8-14_rep2,60.31,61.64,53.47,60.89
Prdm9.3_repP8-14_rep2,58.71,48.67,70.69,47.52
Prdm9.4_repP8-14_rep2,44.69,44.70,46.88,48.82
Prkaa1.1_repP8-14_rep2,46.70,58.47,64.22,51.17
Prkaa1.2_repP8-14_rep2,54.02,70.17,44.26,45.78
Prkaa1.3_repP8-14_rep2,46.84,65.39,47.15,50.18
Prkaa1.4_repP8-14_rep2,50.90,44.92,48.16,49.88
Prkaa2.1_repP8-14_rep2,61.27,51.01,61.03,47.58
Prkaa2.2_repP8-14_rep2,51.71,45.45,46.28,48.62
Prkaa2.3_repP8-14_rep2,49.99,75.83,44.76,47.90
Prkaa2.4_repP8-14_rep2,50.00,45.29,49.70,49.90
Prkcd.1_repP8-14_rep2,48.43,60.31,74.86,49.74
Prkcd.2_repP8-14_rep2,50.91,44.75,47.95,54.56
Prkcd.3_repP8-14_rep2,48.42,51.37,59.04,59.19
Prkcd.4_repP8-14_rep2,48.43,45.39,58.62,53.99
Prmt1.1_repP8-14_rep2,48.43,43.99,50.65,47.58
Prmt1.2_repP8-14_rep2,48.09,45.39,46.17,39.59
Prmt1.3_repP8-14_rep2,49.44,45.10,48.31,73.54
Prmt1.4_repP8-14_rep2,48.34,54.75,46.77,47.58
Prmt2.1_repP8-14_rep2,73.90,49.61,56.03,49.90
Prmt2.2_repP8-14_rep2,45.19,59.02,68.00,48.88
Prmt2.3_repP8-14_rep2,47.42,40.51,45.68,47.58
Prmt2.4_repP8-14_rep2,40.47,54.36,65.31,52.53
Prmt3.1_repP8-14_rep2,49.26,45.62,41.96,47.58
Prmt3.2_repP8-14_rep2,67.16,49.17,45.99,64.47
Prmt3.3_repP8-14_rep2,48.45,44.77,46.78,45.63
Prmt3.4_repP8-14_rep2,68.38,63.11,46.78,62.94
Prmt5.1_repP8-14_rep2,48.43,47.48,51.36,47.34
Prmt5.2_repP8-14_rep2,40.37,64.70,64.59,62.80
Prmt5.3_repP8-14_rep2,53.74,51.97,16.24,70.62
Prmt5.4_repP8-14_rep2,52.07,49.99,51.60,52.09
Prmt6.1_repP8-14_rep2,51.00,64.80,43.29,47.20
Prmt6.2_repP8-14_rep2,35.40,52.09,54.01,46.86
Prmt6.3_repP8-14_rep2,46.72,42.95,46.86,47.58
Prmt6.4_repP8-14_rep2,45.00,45.39,47.99,46.92
Prmt7.1_repP8-14_rep2,48.94,46.59,52.00,47.58
Prmt7.2_repP8-14_rep2,46.78,44.27,46.78,47.58
Prmt7.3_repP8-14_rep2,45.28,45.39,29.41,50.53
Prmt7.4_repP8-14_rep2,48.43,65.70,54.31,52.67
Prmt8.1_repP8-14_rep2,48.83,45.34,59.36,47.81
Prmt8.2_repP8-14_rep2,48.43,66.40,56.82,46.87
Prmt8.3_repP8-14_rep2,48.43,47.06,49.67,45.11
Prmt8.4_repP8-14_rep2,47.73,44.17,39.87,47.37
Psip1.1_repP8-14_rep2,67.21,46.49,46.04,48.31
Psip1.2_repP8-14_rep2,48.58,46.90,46.76,49.23
Psip1.3_repP8-14_rep2,46.09,42.64,62.74,46.85
Psip1.4_repP8-14_rep2,46.12,56.47,46.78,56.50
Rbbp4.1_repP8-14_rep2,45.78,51.06,47.82,62.07
Rbbp4.2_repP8-14_rep2,47.12,61.42,50.50,57.27
Rbbp4.3_repP8-14_rep2,61.62,38.24,50.30,47.81
Rbbp5.1_repP8-14_rep2,52.46,44.17,47.35,48.55
Rbbp5.2_repP8-14_rep2,62.21,43.35,51.86,60.61
Rbbp5.3_repP8-14_rep2,55.29,44.36,45.84,48.51
Rbbp5.4_repP8-14_rep2,46.88,45.85,45.27,48.05
Rbbp7.1_repP8-14_rep2,57.04,53.00,46.78,47.58
Rbbp7.2_repP8-14_rep2,47.51,41.93,48.03,48.54
Rbbp7.3_repP8-14_rep2,49.83,47.62,46.86,47.36
Rbbp7.4_repP8-14_rep2,50.27,49.91,71.03,48.66
Ring1.1_repP8-14_rep2,48.52,52.75,45.03,61.85
Ring1.3_repP8-14_rep2,63.13,35.44,48.43,49.15
Ring1.4_repP8-14_rep2,48.93,49.47,42.40,52.85
Rnf2.1_repP8-14_rep2,54.75,40.81,52.02,47.58
Rnf2.2_repP8-14_rep2,47.97,76.02,47.08,48.88
Rnf2.3_repP8-14_rep2,48.43,44.63,49.76,47.58
Rnf20.1_repP8-14_rep2,38.11,45.38,46.78,47.58
Rnf20.2_repP8-14_rep2,48.43,28.59,75.76,51.04
Rnf20.3_repP8-14_rep2,52.01,64.26,50.47,52.52
Rnf20.4_repP8-14_rep2,47.63,44.27,59.60,47.12
Rnf217.1_repP8-14_rep2,48.26,48.71,47.99,47.36
Rnf217.2_repP8-14_rep2,47.79,32.67,70.21,47.58
Rnf217.3_repP8-14_rep2,48.01,52.06,59.32,47.58
Rnf217.4_repP8-14_rep2,40.91,52.52,70.56,58.12
Rnf40.1_repP8-14_rep2,51.68,59.98,46.75,46.43
Rnf40.2_repP8-14_rep2,49.16,50.53,46.78,52.01
Rnf40.3_repP8-14_rep2,46.90,44.51,45.88,51.70
Rnf40.4_repP8-14_rep2,51.87,45.89,51.38,65.27
Runx3.2_repP8-14_rep2,47.47,48.71,43.95,42.52
Runx3.3_repP8-14_rep2,53.50,50.68,54.41,46.50
Runx3_repP8-14_rep2,55.28,54.89,31.98,56.31
Tbx21.3_repP8-14_rep2,54.32,50.39,41.76,50.39
Tbx21.4_repP8-14_rep2,48.15,57.90,54.00,48.17
Tbx21_repP8-14_rep2,48.43,47.32,45.43,53.13
Bcl6.2_repP15-21_rep1,74.85,49.54,51.97,50.76
Bcl6.3_repP15-21_rep1,53.97,54.09,55.13,49.03
Bcl6_repP15-21_rep1,74.87,49.83,73.32,32.84
CD4.1_repP15-21_rep1,51.21,55.36,65.43,20.02
CD4.2_repP15-21_rep1,52.25,54.81,50.71,48.44
CD4.3_repP15-21_rep1,56.49,56.18,65.26,35.89
CD4.4_repP15-21_rep1,74.98,51.76,74.79,48.17
CDK9.1_repP15-21_rep1,40.23,38.66,57.33,49.41
CDK9.2_repP15-21_rep1,46.31,52.89,46.07,19.05
CDK9.3_repP15-21_rep1,49.78,53.82,49.90,41.60
Ccnt1.2_repP15-21_rep1,48.48,46.08,64.31,52.21
Ccnt1.3_repP15-21_rep1,35.50,29.56,42.97,29.39
Ccnt1.4_repP15-21_rep1,18.35,31.77,41.76,48.90
Ccnt1_repP15-21_rep1,75.89,83.07,61.60,18.75
Cd14.2_repP15-21_rep1,29.22,28.83,25.47,52.18
Cd14_repP15-21_rep1,54.51,40.01,51.49,52.20
Cd19.3_repP15-21_rep1,49.02,54.25,48.69,53.64
Cd19.4_repP15-21_rep1,35.88,41.17,35.61,52.71
Cd19_repP15-21_rep1,30.38,30.76,31.62,33.25
Fosb.2_repP15-21_rep1,49.57,54.86,49.29,36.10
Fosb_repP15-21_rep1,48.76,54.05,48.48,50.79
Hes1.2_repP15-21_rep1,53.62,54.96,49.92,18.80
Hes1.3_repP15-21_rep1,48.98,54.26,48.70,30.94
Hes1_repP15-21_rep1,49.60,54.83,49.27,32.02
Id2.2_repP15-21_rep1,45.39,50.65,45.09,49.28
Id2.3_repP15-21_rep1,75.21,54.43,60.71,49.97
Id2.4_repP15-21_rep1,46.66,51.71,46.14,52.15
Id2.5_repP15-21_rep1,44.79,50.07,44.51,48.98
Id2_repP15-21_rep1,49.65,54.71,49.15,18.89
Id3.2_repP15-21_rep1,49.57,54.86,49.29,52.05
Id3.3_repP15-21_rep1,49.44,54.73,49.16,48.09
Id3.4_repP15-21_rep1,46.36,51.70,46.13,38.08
Id3.5_repP15-21_rep1,48.77,54.09,48.49,48.56
Id3_repP15-21_rep1,53.49,54.80,49.22,20.67
Klf12.4_repP15-21_rep1,15.88,21.16,15.61,49.82
Klf12.5_repP15-21_rep1,65.23,52.39,54.08,39.79
Klf12_repP15-21_rep1,50.52,52.94,52.57,22.31
Klf2.2_repP15-21_rep1,48.74,54.03,48.46,18.69
Klf2.3_repP15-21_rep1,49.49,54.78,49.22,43.76
Klf2.4_repP15-21_rep1,49.57,54.86,49.29,50.53
Klf2.5_repP15-21_rep1,49.57,54.86,49.29,34.16
Klf2.6_repP15-21_rep1,49.61,54.78,49.34,18.51
Klf2.7_repP15-21_rep1,39.46,44.75,39.19,29.88
Klf2_repP15-21_rep1,45.71,51.04,45.44,48.65
Ms4a1.2_repP15-21_rep1,41.24,45.47,40.04,52.39
Ms4a1_repP15-21_rep1,65.07,44.89,67.85,51.60
Nfatc3.2_repP15-21_rep1,71.51,50.16,71.51,18.82
Nfatc3.3_repP15-21_rep1,35.26,40.55,36.07,31.95
Nfatc3.7_repP15-21_rep1,47.79,53.08,47.51,23.40
Nfatc3.8_repP15-21_rep1,49.57,54.86,49.29,24.47
Rpa3.1_repP15-21_rep1,40.79,46.08,40.52,18.92
Rpa3.2_repP15-21_rep1,27.05,31.38,26.10,19.21
Rpa3.3_repP15-21_rep1,39.30,44.58,39.02,52.43
Rpa3.4_repP15-21_rep1,28.13,28.11,22.54,39.29
Runx3.2_repP15-21_rep1,49.57,55.06,49.29,19.82
Runx3.3_repP15-21_rep1,56.58,54.12,50.14,52.20
Runx3_repP15-21_rep1,49.57,54.86,49.29,18.51
Satb1.1_repP15-21_rep1,50.37,54.87,49.47,52.40
Satb1.2_repP15-21_rep1,71.11,53.35,64.62,51.61
Satb1.3_repP15-21_rep1,66.25,57.61,74.41,52.05
Scmh1.1_repP15-21_rep1,29.94,34.29,29.45,51.81
Scmh1.2_repP15-21_rep1,17.82,21.52,16.84,52.04
Scmh1.3_repP15-21_rep1,56.22,46.15,43.30,25.45
Scml2.1_repP15-21_rep1,24.06,28.64,24.33,52.17
Scml2.2_repP15-21_rep1,33.54,21.74,23.87,49.26
Scml2.3_repP15-21_rep1,42.66,45.25,42.64,21.88
Scml2.4_repP15-21_rep1,17.16,22.06,20.32,51.60
Scml4.1_repP15-21_rep1,46.80,49.25,52.21,51.78
Scml4.2_repP15-21_rep1,51.28,54.79,49.31,49.39
Scml4.3_repP15-21_rep1,45.62,50.56,45.23,32.64
Setd1a.1_repP15-21_rep1,49.57,54.86,49.29,50.97
Setd1a.2_repP15-21_rep1,26.67,22.65,23.12,52.20
Setd1a.3_repP15-21_rep1,41.47,46.95,42.95,21.35
Setd1a.4_repP15-21_rep1,35.52,37.85,32.72,49.97
Setd2.1_repP15-21_rep1,49.34,54.57,49.04,40.27
Setd2.2_repP15-21_rep1,30.33,24.86,22.15,49.05
Setd2.3_repP15-21_rep1,20.89,21.56,22.87,52.93
Setd2.4_repP15-21_rep1,42.96,25.35,42.77,82.02
Setd3.1_repP15-21_rep1,17.62,21.21,16.63,29.85
Setd3.2_repP15-21_rep1,49.22,54.28,48.92,52.21
Setd3.3_repP15-21_rep1,22.82,21.29,15.85,52.20
Setd4.1_repP15-21_rep1,49.57,54.86,49.29,51.91
Setd4.2_repP15-21_rep1,19.41,21.80,16.27,43.63
Setd4.3_repP15-21_rep1,45.27,50.00,44.43,52.64
Setd4.4_repP15-21_rep1,41.12,40.89,35.33,21.82
Setd5.1_repP15-21_rep1,49.57,54.86,49.29,51.72
Setd5.2_repP15-21_rep1,50.00,37.63,50.00,52.47
Setd5.3_repP15-21_rep1,49.57,54.86,49.29,46.27
Setd5.4_repP15-21_rep1,78.10,56.13,73.26,38.60
Setd7.1_repP15-21_rep1,49.54,54.84,49.53,52.25
Setd7.2_repP15-21_rep1,15.98,21.27,15.78,49.05
Setd8.1_repP15-21_rep1,42.18,47.45,43.76,37.74
Setd8.2_repP15-21_rep1,17.62,21.20,16.34,50.38
Setd8.3_repP15-21_rep1,48.34,52.10,49.17,47.63
Setd8.4_repP15-21_rep1,33.73,38.52,34.18,47.18
Setdb1.1_repP15-21_rep1,46.57,24.64,42.18,51.78
Setdb1.2_repP15-21_rep1,66.51,42.20,57.57,50.26
Setdb1.3_repP15-21_rep1,39.01,39.18,37.94,52.20
Setdb1.4_repP15-21_rep1,32.89,37.27,34.06,50.65
Setdb2.1_repP15-21_rep1,39.75,43.81,38.24,51.28
Setdb2.2_repP15-21_rep1,52.21,53.67,62.79,50.42
Setdb2.3_repP15-21_rep1,31.51,33.58,28.22,50.32
Setdb2.4_repP15-21_rep1,50.15,54.70,49.93,50.50
Setmar.1_repP15-21_rep1,23.11,26.26,21.76,33.38
Setmar.2_repP15-21_rep1,64.73,53.33,69.54,52.14
Setmar.3_repP15-21_rep1,45.57,50.72,45.41,49.23
Setmar.4_repP15-21_rep1,19.85,24.25,20.35,52.19
Sfmbt1.1_repP15-21_rep1,38.47,41.13,43.60,34.55
Sfmbt1.2_repP15-21_rep1,17.97,23.25,17.69,48.29
Sfmbt1.3_repP15-21_rep1,20.58,21.61,19.92,52.00
Sfmbt1.4_repP15-21_rep1,61.29,54.58,55.99,47.87
Sfmbt2.1_repP15-21_rep1,49.57,54.86,49.29,21.57
Sfmbt2.2_repP15-21_rep1,27.61,32.61,45.39,52.28
Sfmbt2.3_repP15-21_rep1,42.40,47.95,42.15,44.72
Sgk1.1_repP15-21_rep1,51.73,52.64,52.35,52.18
Sin3a.1_repP15-21_rep1,48.47,53.54,48.29,20.06
Sin3a.2_repP15-21_rep1,49.83,25.83,48.74,52.45
Sin3a.3_repP15-21_rep1,49.15,54.44,48.87,29.04
Sin3a.4_repP15-21_rep1,49.48,54.21,48.71,44.90
Sin3b.1_repP15-21_rep1,49.66,54.89,49.30,50.00
Sin3b.2_repP15-21_rep1,44.22,49.49,45.54,49.38
Sin3b.3_repP15-21_rep1,48.75,53.61,48.05,45.94
Sin3b.4_repP15-21_rep1,49.07,54.34,48.79,22.26
Sirt1.1_repP15-21_rep1,49.72,45.14,43.96,28.72
Sirt1.2_repP15-21_rep1,18.74,21.25,16.81,51.00
Sirt1.3_repP15-21_rep1,49.21,52.73,51.57,19.30
Sirt1.4_repP15-21_rep1,16.80,21.21,15.73,18.80
Sirt3.1_repP15-21_rep1,34.27,39.74,35.77,51.26
Sirt3.2_repP15-21_rep1,25.84,31.13,25.57,27.68
Sirt3.3_repP15-21_rep1,56.85,55.71,54.13,52.22
Sirt3.4_repP15-21_rep1,19.59,21.90,17.48,38.16
Sirt4.1_repP15-21_rep1,44.14,49.34,43.78,50.42
Sirt4.2_repP15-21_rep1,18.67,23.76,18.20,51.55
Sirt4.3_repP15-21_rep1,19.18,24.52,21.89,19.38
Sirt4.4_repP15-21_rep1,17.37,21.67,18.21,52.20
Sirt5.1_repP15-21_rep1,20.00,25.06,19.25,53.50
Sirt5.2_repP15-21_rep1,50.23,54.76,49.31,51.54
Sirt5.3_repP15-21_rep1,49.68,54.86,49.40,52.18
Sirt5.4_repP15-21_rep1,43.37,48.69,43.10,52.35
Sirt6.1_repP15-21_rep1,50.07,54.24,49.30,30.21
Sirt6.2_repP15-21_rep1,49.60,54.90,49.72,49.30
Sirt6.3_repP15-21_rep1,49.57,54.86,49.29,52.31
Sirt6.4_repP15-21_rep1,52.82,55.31,49.83,26.56
Sirt7.1_repP15-21_rep1,57.75,52.83,50.20,42.12
Sirt7.2_repP15-21_rep1,49.98,53.40,50.04,39.91
Sirt7.3_repP15-21_rep1,23.93,29.22,24.10,25.33
Sirt7.4_repP15-21_rep1,36.83,41.50,41.90,51.38
Smarca1.1_repP15-21_rep1,25.55,21.74,24.97,49.84
Smarca1.2_repP15-21_rep1,64.61,51.33,55.47,51.02
Smarca1.3_repP15-21_rep1,29.12,31.43,26.07,42.30
Smarca1.4_repP15-21_rep1,17.41,21.76,18.01,28.47
Smarca2.1_repP15-21_rep1,49.60,54.68,50.11,51.44
Smarca2.2_repP15-21_rep1,21.16,21.57,17.24,52.18
Smarca2.3_repP15-21_rep1,51.00,54.20,49.14,33.08
Smarca4.1_repP15-21_rep1,49.76,54.53,49.49,47.50
Smarca4.2_repP15-21_rep1,38.06,42.17,36.67,52.01
Smarca4.3_repP15-21_rep1,50.18,54.63,49.60,48.00
Smarca4.4_repP15-21_rep1,45.26,50.07,44.93,47.37
Smarca5.1_repP15-21_rep1,45.26,50.52,44.99,18.65
Smarca5.2_repP15-21_rep1,48.90,54.09,48.53,22.76
Smarca5.3_repP15-21_rep1,30.95,36.04,30.71,38.24
Smarca5.4_repP15-21_rep1,32.82,27.55,31.34,52.41
Smarcb1.2_repP15-21_rep1,50.00,48.90,50.00,52.37
Smarcc1.1_repP15-21_rep1,19.26,21.56,16.39,20.60
Smarcc1.2_repP15-21_rep1,49.49,54.58,50.05,52.20
Smarcc1.3_repP15-21_rep1,21.25,21.28,21.34,36.81
Smarcc2.1_repP15-21_rep1,49.57,54.86,49.29,48.77
Smarcc2.2_repP15-21_rep1,48.39,53.06,47.33,24.61
Smarcc2.3_repP15-21_rep1,17.11,21.67,16.05,19.15
Smarcc2.4_repP15-21_rep1,47.55,23.56,39.36,51.60
Smarcd1.1_repP15-21_rep1,59.18,55.85,58.89,43.46
Smarcd1.2_repP15-21_rep1,19.88,22.32,21.20,38.58
Smarcd1.3_repP15-21_rep1,34.30,39.47,36.88,27.58
Smarcd1.4_repP15-21_rep1,39.40,36.67,33.84,55.85
Smarcd2.1_repP15-21_rep1,25.71,26.19,20.64,51.92
Smarcd2.2_repP15-21_rep1,46.40,49.87,44.29,51.53
Smarcd2.3_repP15-21_rep1,19.21,21.17,16.99,41.15
Smarcd3.1_repP15-21_rep1,49.39,54.52,51.03,49.76
Smarcd3.2_repP15-21_rep1,35.47,40.82,36.60,52.57
