Protein1,Protein2,Score
23468|CBX5|P45973,26038|CHD5|Q8TDI0,1.191832257
86|ACTL6A|O96019,55693|KDM4D|Q6B0I6,1.191463495
11091|WDR5|P61964,8520|HAT1|O14929,1.190841119
11143|KAT7|O95251,6749|SSRP1|Q08945,1.184928482
3276|PRMT1|Q99873,80854|SETD7|Q8WTS6,1.17351367
23246|BOP1|Q14137,84661|DPY30|Q9C005,1.173340504
3066|HDAC2|Q92769,80335|WDR82|Q6UXN9,1.173236778
9739|SETD1A|O15047,25942|SIN3A|Q96ST3,1.170561725
3720|JARID2|Q92833,6601|SMARCC2|Q8TAQ2,1.170419781
5252|PHF1|O43189,8535|CBX4|O00257,1.168552252
26147|PHF19|Q5T6S3,55193|PBRM1|Q86U86,1.168213296
8726|EED|O75530,79813|EHMT1|Q9H9B1,1.167498567
10155|TRIM28|Q13263,51592|TRIM33|Q9UPN9,1.159394193
22823|MTF2|Q9Y483,79813|EHMT1|Q9H9B1,1.158870328
1912|PHC2|Q8IXK0,22992|KDM2A|Q9Y2K7,1.157870645
5252|PHF1|O43189,10919|EHMT2|Q96KQ7,1.15475202
10389|SCML2|Q9UQR0,84108|PCGF6|Q9BYE7,1.154468936
10498|CARM1|Q86X55,23774|BRD1|O95696,1.153604011
86|ACTL6A|O96019,27125|AFF4|Q9UHB7,1.150763116
51111|SUV420H1|Q4FZB7,9329|GTF3C4|Q9UKN8,1.148489246
23246|BOP1|Q14137,11091|WDR5|P61964,1.142926255
8805|TRIM24|O15164,10155|TRIM28|Q13263,1.139709387
5928|RBBP4|Q09028,6839|SUV39H1|O43463,1.139408414
55693|KDM4D|Q6B0I6,5931|RBBP7|Q16576,1.137453013
10765|KDM5B|Q9UGL1,80335|WDR82|Q6UXN9,1.13622618
3066|HDAC2|Q92769,10951|CBX1|P83916,1.130282849
1108|CHD4|Q14839,2648|KAT2A|Q92830,1.129001556
23246|BOP1|Q14137,23468|CBX5|P45973,1.127070885
6045|RNF2|Q99496,9869|SETDB1|Q15047,1.121810875
23613|ZMYND8|Q9ULU4,79831|KDM8|Q8N371,1.121691472
51105|PHF20L1|A8MW92,5928|RBBP4|Q09028,1.120791606
23466|CBX6|O95503,56950|SMYD2|Q9NRG4,1.11923747
5929|RBBP5|Q15291,6045|RNF2|Q99496,1.117649501
51230|PHF20|Q9BVI0,5928|RBBP4|Q09028,1.116722947
25942|SIN3A|Q96ST3,55693|KDM4D|Q6B0I6,1.116017347
84108|PCGF6|Q9BYE7,22992|KDM2A|Q9Y2K7,1.115962711
11168|PSIP1|O75475,23210|JMJD6|Q6NYC1,1.113870205
4673|NAP1L1|P55209,79831|KDM8|Q8N371,1.106357434
84289|ING5|Q8WYH8,6601|SMARCC2|Q8TAQ2,1.102906575
22976|PAXIP1|Q6ZW49,6045|RNF2|Q99496,1.102264049
79960|PHF17|Q6IE81,23476|BRD4|O60885,1.101110338
2289|FKBP5|Q13451,9031|BAZ1B|Q9UIG0,1.092676084
79831|KDM8|Q8N371,8467|SMARCA5|O60264,1.092441379
23613|ZMYND8|Q9ULU4,5928|RBBP4|Q09028,1.090344875
26147|PHF19|Q5T6S3,8467|SMARCA5|O60264,1.089661097
6046|BRD2|P25440,55193|PBRM1|Q86U86,1.087524701
9031|BAZ1B|Q9UIG0,6749|SSRP1|Q08945,1.082998218
23210|JMJD6|Q6NYC1,8467|SMARCA5|O60264,1.079479211
25942|SIN3A|Q96ST3,23411|SIRT1|Q96EB6,1.078150302
26147|PHF19|Q5T6S3,3066|HDAC2|Q92769,1.069106527
10943|MSL3|Q8N5Y2,8467|SMARCA5|O60264,1.068027291
11335|CBX3|Q13185,9869|SETDB1|Q15047,1.065387595
11168|PSIP1|O75475,6045|RNF2|Q99496,1.064613159
84661|DPY30|Q9C005,84108|PCGF6|Q9BYE7,1.059787965
23512|SUZ12|Q15022,10951|CBX1|P83916,1.056646817
10498|CARM1|Q86X55,11143|KAT7|O95251,1.056344327
10389|SCML2|Q9UQR0,83746|L3MBTL2|Q969R5,1.054761594
23028|KDM1A|O60341,142|PARP1|P09874,1.044374057
9112|MTA1|Q13330,10951|CBX1|P83916,1.04249168
9112|MTA1|Q13330,84108|PCGF6|Q9BYE7,1.041870957
86|ACTL6A|O96019,7290|HIRA|P54198,1.039270727
9031|BAZ1B|Q9UIG0,23210|JMJD6|Q6NYC1,1.038481708
7403|KDM6A|O15550,6045|RNF2|Q99496,1.034644859
23522|KAT6B|Q8WYB5,3066|HDAC2|Q92769,1.030142305
9031|BAZ1B|Q9UIG0,6839|SUV39H1|O43463,1.024584346
86|ACTL6A|O96019,3066|HDAC2|Q92769,1.022058841
57492|ARID1B|Q8NFD5,6594|SMARCA1|P28370,1.019237613
6046|BRD2|P25440,10155|TRIM28|Q13263,1.018687468
84456|L3MBTL3|Q96JM7,3065|HDAC1|Q13547,1.018177509
23476|BRD4|O60885,8535|CBX4|O00257,1.01815751
83746|L3MBTL2|Q969R5,22992|KDM2A|Q9Y2K7,1.017374763
11108|PRDM4|Q9UKN5,8535|CBX4|O00257,1.011487374
4152|MBD1|Q9UIS9,55193|PBRM1|Q86U86,1.010819601
51111|SUV420H1|Q4FZB7,6749|SSRP1|Q08945,1.005824432
10036|CHAF1A|Q13111,6045|RNF2|Q99496,1.004590613
5110|PCMT1|P22061,23030|KDM4B|O94953,1.003587054
8726|EED|O75530,10919|EHMT2|Q96KQ7,1.001334718
142|PARP1|P09874,57680|CHD8|Q9HCK8,1.001093717
23476|BRD4|O60885,8467|SMARCA5|O60264,0.995825535
22823|MTF2|Q9Y483,10919|EHMT2|Q96KQ7,0.993092589
6046|BRD2|P25440,3066|HDAC2|Q92769,0.990571506
22976|PAXIP1|Q6ZW49,11335|CBX3|Q13185,0.989447895
9739|SETD1A|O15047,27125|AFF4|Q9UHB7,0.986919248
23246|BOP1|Q14137,8535|CBX4|O00257,0.981281843
6015|RING1|Q06587,8085|MLL2|O14686,0.979044615
11335|CBX3|Q13185,26038|CHD5|Q8TDI0,0.977164211
5931|RBBP7|Q16576,8208|CHAF1B|Q13112,0.973520148
10419|PRMT5|O14744,23133|PHF8|Q9UPP1,0.973299645
6015|RING1|Q06587,23468|CBX5|P45973,0.973034056
9329|GTF3C4|Q9UKN8,4299|AFF1|P51825,0.972833209
10419|PRMT5|O14744,8520|HAT1|O14929,0.968571824
6605|SMARCE1|Q969G3,23522|KAT6B|Q8WYB5,0.96549217
9031|BAZ1B|Q9UIG0,23476|BRD4|O60885,0.965002378
2289|FKBP5|Q13451,5931|RBBP7|Q16576,0.963538145
11176|BAZ2A|Q9UIF9,142|PARP1|P09874,0.962783194
3065|HDAC1|Q13547,7799|PRDM2|Q13029,0.961750425
5931|RBBP7|Q16576,7799|PRDM2|Q13029,0.959717474
6595|SMARCA2|P51531,6749|SSRP1|Q08945,0.958593058
5931|RBBP7|Q16576,6839|SUV39H1|O43463,0.953793105
6046|BRD2|P25440,6605|SMARCE1|Q969G3,0.949114953
60|ACTB|P60709,10902|BRD8|Q9H0E9,0.947485948
9329|GTF3C4|Q9UKN8,23081|KDM4C|Q9H3R0,0.94428832
4152|MBD1|Q9UIS9,55274|PHF10|Q8WUB8,0.941521168
11143|KAT7|O95251,4204|MECP2|P51608,0.93680648
4152|MBD1|Q9UIS9,8467|SMARCA5|O60264,0.935725118
25942|SIN3A|Q96ST3,7994|KAT6A|Q92794,0.932223326
7862|BRPF1|P55201,25942|SIN3A|Q96ST3,0.927670008
84787|SUV420H2|Q86Y97,6045|RNF2|Q99496,0.924498017
86|ACTL6A|O96019,23569|PADI4|Q9UM07,0.924414748
27154|BRPF3|Q9ULD4,25942|SIN3A|Q96ST3,0.921045591
9031|BAZ1B|Q9UIG0,4152|MBD1|Q9UIS9,0.916624375
23246|BOP1|Q14137,11335|CBX3|Q13185,0.91587815
9112|MTA1|Q13330,11091|WDR5|P61964,0.912547441
54904|WHSC1L1|Q9BZ95,8467|SMARCA5|O60264,0.908495216
23512|SUZ12|Q15022,79813|EHMT1|Q9H9B1,0.907978097
5927|KDM5A|P29375,25942|SIN3A|Q96ST3,0.904156517
6605|SMARCE1|Q969G3,23476|BRD4|O60885,0.90162482
2289|FKBP5|Q13451,5431|POLR2B|P30876,0.899642674
84289|ING5|Q8WYH8,55193|PBRM1|Q86U86,0.89850807
6015|RING1|Q06587,27125|AFF4|Q9UHB7,0.895200297
10155|TRIM28|Q13263,59336|PRDM13|Q9H4Q3,0.894775003
11107|PRDM5|Q9NQX1,3276|PRMT1|Q99873,0.89457247
6045|RNF2|Q99496,80335|WDR82|Q6UXN9,0.892782607
9031|BAZ1B|Q9UIG0,54904|WHSC1L1|Q9BZ95,0.889578941
54904|WHSC1L1|Q9BZ95,3066|HDAC2|Q92769,0.8890971
6603|SMARCD2|Q92925,60|ACTB|P60709,0.889024195
10419|PRMT5|O14744,672|BRCA1|P38398,0.885236912
6749|SSRP1|Q08945,6596|HLTF|Q14527,0.88479632
26147|PHF19|Q5T6S3,84661|DPY30|Q9C005,0.879226127
4673|NAP1L1|P55209,8805|TRIM24|O15164,0.879058225
1108|CHD4|Q14839,8850|KAT2B|Q92831,0.877145101
2648|KAT2A|Q92830,55193|PBRM1|Q86U86,0.875470625
5931|RBBP7|Q16576,6596|HLTF|Q14527,0.874870871
55929|DMAP1|Q9NPF5,1912|PHC2|Q8IXK0,0.873409312
26147|PHF19|Q5T6S3,6601|SMARCC2|Q8TAQ2,0.871746644
11143|KAT7|O95251,5110|PCMT1|P22061,0.868440809
11143|KAT7|O95251,6594|SMARCA1|P28370,0.867128785
5931|RBBP7|Q16576,56950|SMYD2|Q9NRG4,0.863435084
10155|TRIM28|Q13263,7319|UBE2A|P49459,0.863253272
23476|BRD4|O60885,57492|ARID1B|Q8NFD5,0.862426271
60|ACTB|P60709,7468|WHSC1|O96028,0.861973861
3015|H2AFZ|P0C0S5,57680|CHD8|Q9HCK8,0.861088634
22992|KDM2A|Q9Y2K7,3066|HDAC2|Q92769,0.855710698
10419|PRMT5|O14744,23492|CBX7|O95931,0.853948638
8085|MLL2|O14686,6045|RNF2|Q99496,0.848836291
10919|EHMT2|Q96KQ7,2146|EZH2|Q15910,0.84777034
11143|KAT7|O95251,11198|SUPT16H|Q9Y5B9,0.846608255
26013|L3MBTL1|Q9Y468,9329|GTF3C4|Q9UKN8,0.845902556
4673|NAP1L1|P55209,3431|SP110|Q9HB58,0.841748339
27125|AFF4|Q9UHB7,29117|BRD7|Q9NPI1,0.83875282
5110|PCMT1|P22061,7994|KAT6A|Q92794,0.836703129
11176|BAZ2A|Q9UIF9,10419|PRMT5|O14744,0.836158485
5110|PCMT1|P22061,23210|JMJD6|Q6NYC1,0.835287991
57634|EP400|Q96L91,142|PARP1|P09874,0.833988269
1912|PHC2|Q8IXK0,57492|ARID1B|Q8NFD5,0.831677452
9329|GTF3C4|Q9UKN8,26038|CHD5|Q8TDI0,0.831494392
10389|SCML2|Q9UQR0,60|ACTB|P60709,0.829415755
27125|AFF4|Q9UHB7,55274|PHF10|Q8WUB8,0.825244803
7862|BRPF1|P55201,5110|PCMT1|P22061,0.823321706
54904|WHSC1L1|Q9BZ95,60|ACTB|P60709,0.818766615
8726|EED|O75530,8535|CBX4|O00257,0.816097701
6046|BRD2|P25440,3065|HDAC1|Q13547,0.815090832
27154|BRPF3|Q9ULD4,5110|PCMT1|P22061,0.81094475
23476|BRD4|O60885,23774|BRD1|O95696,0.805205508
26013|L3MBTL1|Q9Y468,10155|TRIM28|Q13263,0.802902922
22955|SCMH1|Q96GD3,3066|HDAC2|Q92769,0.801070885
86|ACTL6A|O96019,6046|BRD2|P25440,0.800790966
11198|SUPT16H|Q9Y5B9,6594|SMARCA1|P28370,0.799730331
8726|EED|O75530,2965|GTF2H1|P32780,0.799339749
22823|MTF2|Q9Y483,8535|CBX4|O00257,0.798587017
6046|BRD2|P25440,6601|SMARCC2|Q8TAQ2,0.79844606
6045|RNF2|Q99496,79831|KDM8|Q8N371,0.798180106
10498|CARM1|Q86X55,25942|SIN3A|Q96ST3,0.795814193
23081|KDM4C|Q9H3R0,55193|PBRM1|Q86U86,0.79349729
10389|SCML2|Q9UQR0,10419|PRMT5|O14744,0.792759077
9112|MTA1|Q13330,55193|PBRM1|Q86U86,0.791359954
9070|ASH2L|Q9UBL3,6045|RNF2|Q99496,0.788509404
27125|AFF4|Q9UHB7,3066|HDAC2|Q92769,0.78799391
5563|PRKAA2|P54646,6045|RNF2|Q99496,0.787627599
60|ACTB|P60709,6304|SATB1|Q01826,0.784737466
8208|CHAF1B|Q13112,6045|RNF2|Q99496,0.784696963
83746|L3MBTL2|Q969R5,84661|DPY30|Q9C005,0.784462243
5929|RBBP5|Q15291,6015|RING1|Q06587,0.783955656
4204|MECP2|P51608,6045|RNF2|Q99496,0.783497136
9329|GTF3C4|Q9UKN8,6596|HLTF|Q14527,0.781440928
6749|SSRP1|Q08945,23210|JMJD6|Q6NYC1,0.780549374
6599|SMARCC1|Q92922,55693|KDM4D|Q6B0I6,0.779477025
23411|SIRT1|Q96EB6,80335|WDR82|Q6UXN9,0.778833073
3065|HDAC1|Q13547,84148|KAT8|Q9H7Z6,0.774972817
4204|MECP2|P51608,23512|SUZ12|Q15022,0.770252531
23613|ZMYND8|Q9ULU4,10155|TRIM28|Q13263,0.769055443
55818|KDM3A|Q9Y4C1,25942|SIN3A|Q96ST3,0.767922626
142|PARP1|P09874,6596|HLTF|Q14527,0.76660168
55193|PBRM1|Q86U86,7994|KAT6A|Q92794,0.766302555
10419|PRMT5|O14744,10902|BRD8|Q9H0E9,0.764935384
57492|ARID1B|Q8NFD5,8535|CBX4|O00257,0.763773295
7862|BRPF1|P55201,55193|PBRM1|Q86U86,0.761894083
6046|BRD2|P25440,142|PARP1|P09874,0.760657105
9329|GTF3C4|Q9UKN8,23210|JMJD6|Q6NYC1,0.760250657
27154|BRPF3|Q9ULD4,55193|PBRM1|Q86U86,0.755711137
23512|SUZ12|Q15022,10919|EHMT2|Q96KQ7,0.755543548
9112|MTA1|Q13330,29117|BRD7|Q9NPI1,0.752260857
27125|AFF4|Q9UHB7,57492|ARID1B|Q8NFD5,0.751957666
9739|SETD1A|O15047,8520|HAT1|O14929,0.750980661
8085|MLL2|O14686,11335|CBX3|Q13185,0.749823268
9810|RNF40|O75150,142|PARP1|P09874,0.749543662
3065|HDAC1|Q13547,10902|BRD8|Q9H0E9,0.749061549
1108|CHD4|Q14839,6045|RNF2|Q99496,0.746144449
6015|RING1|Q06587,3431|SP110|Q9HB58,0.74585016
79960|PHF17|Q6IE81,3066|HDAC2|Q92769,0.74435092
11143|KAT7|O95251,8467|SMARCA5|O60264,0.743616008
26013|L3MBTL1|Q9Y468,3065|HDAC1|Q13547,0.741281769
84456|L3MBTL3|Q96JM7,10419|PRMT5|O14744,0.739412272
10498|CARM1|Q86X55,10155|TRIM28|Q13263,0.738364344
4152|MBD1|Q9UIS9,84661|DPY30|Q9C005,0.736517588
6601|SMARCC2|Q8TAQ2,23522|KAT6B|Q8WYB5,0.735079073
10013|HDAC6|Q9UBN7,142|PARP1|P09874,0.729101029
6015|RING1|Q06587,7403|KDM6A|O15550,0.725095402
6601|SMARCC2|Q8TAQ2,1912|PHC2|Q8IXK0,0.72279092
56950|SMYD2|Q9NRG4,6045|RNF2|Q99496,0.7196469
389856|USP27X|A6NNY8,10155|TRIM28|Q13263,0.71421408
23468|CBX5|P45973,6045|RNF2|Q99496,0.713874304
4152|MBD1|Q9UIS9,11091|WDR5|P61964,0.710489761
11143|KAT7|O95251,9031|BAZ1B|Q9UIG0,0.708557704
23522|KAT6B|Q8WYB5,11091|WDR5|P61964,0.704752935
11335|CBX3|Q13185,80335|WDR82|Q6UXN9,0.704576629
56979|PRDM9|Q9NQV7,60|ACTB|P60709,0.702724817
57634|EP400|Q96L91,3015|H2AFZ|P0C0S5,0.701745783
51111|SUV420H1|Q4FZB7,5931|RBBP7|Q16576,0.695931516
56950|SMYD2|Q9NRG4,5110|PCMT1|P22061,0.692138017
10419|PRMT5|O14744,7290|HIRA|P54198,0.689876153
11198|SUPT16H|Q9Y5B9,6839|SUV39H1|O43463,0.689577884
10389|SCML2|Q9UQR0,11091|WDR5|P61964,0.688251724
79960|PHF17|Q6IE81,6605|SMARCE1|Q969G3,0.687624207
53615|MBD3|O95983,4673|NAP1L1|P55209,0.686273118
55929|DMAP1|Q9NPF5,55193|PBRM1|Q86U86,0.684593163
5431|POLR2B|P30876,22992|KDM2A|Q9Y2K7,0.679859623
10419|PRMT5|O14744,10919|EHMT2|Q96KQ7,0.679331823
6601|SMARCC2|Q8TAQ2,23476|BRD4|O60885,0.678839604
51780|KDM3B|Q7LBC6,5931|RBBP7|Q16576,0.676737971
27125|AFF4|Q9UHB7,11335|CBX3|Q13185,0.676712097
83746|L3MBTL2|Q969R5,10155|TRIM28|Q13263,0.674907382
5928|RBBP4|Q09028,9869|SETDB1|Q15047,0.673571419
9031|BAZ1B|Q9UIG0,6601|SMARCC2|Q8TAQ2,0.671832246
9329|GTF3C4|Q9UKN8,55274|PHF10|Q8WUB8,0.667347054
86|ACTL6A|O96019,22823|MTF2|Q9Y483,0.66678539
3065|HDAC1|Q13547,30827|CXXC1|Q9P0U4,0.665407495
11198|SUPT16H|Q9Y5B9,6045|RNF2|Q99496,0.66408485
4299|AFF1|P51825,5931|RBBP7|Q16576,0.663028806
9031|BAZ1B|Q9UIG0,9112|MTA1|Q13330,0.661115574
2965|GTF2H1|P32780,2146|EZH2|Q15910,0.658268607
60|ACTB|P60709,7319|UBE2A|P49459,0.657499436
1106|CHD2|O14647,6597|SMARCA4|P51532,0.657471371
6045|RNF2|Q99496,3431|SP110|Q9HB58,0.656765884
55693|KDM4D|Q6B0I6,11091|WDR5|P61964,0.655652107
11143|KAT7|O95251,80335|WDR82|Q6UXN9,0.650377181
5927|KDM5A|P29375,10155|TRIM28|Q13263,0.649453756
11198|SUPT16H|Q9Y5B9,142|PARP1|P09874,0.649434944
6598|SMARCB1|Q12824,11168|PSIP1|O75475,0.649041024
9329|GTF3C4|Q9UKN8,8467|SMARCA5|O60264,0.648340013
5431|POLR2B|P30876,57492|ARID1B|Q8NFD5,0.646545135
8850|KAT2B|Q92831,55193|PBRM1|Q86U86,0.646514664
9329|GTF3C4|Q9UKN8,55193|PBRM1|Q86U86,0.644892204
10036|CHAF1A|Q13111,5931|RBBP7|Q16576,0.642761178
10498|CARM1|Q86X55,55193|PBRM1|Q86U86,0.639637541
3276|PRMT1|Q99873,546|ATRX|P46100,0.634321349
11198|SUPT16H|Q9Y5B9,55274|PHF10|Q8WUB8,0.634114362
54623|PAF1|Q8N7H5,80335|WDR82|Q6UXN9,0.633872133
64754|SMYD3|Q9H7B4,142|PARP1|P09874,0.63347903
23468|CBX5|P45973,8467|SMARCA5|O60264,0.631868071
9810|RNF40|O75150,60|ACTB|P60709,0.631352678
5929|RBBP5|Q15291,9112|MTA1|Q13330,0.630242131
150572|SMYD1|Q8NB12,10155|TRIM28|Q13263,0.624605783
23028|KDM1A|O60341,1912|PHC2|Q8IXK0,0.623032572
9031|BAZ1B|Q9UIG0,11091|WDR5|P61964,0.618211143
3065|HDAC1|Q13547,9869|SETDB1|Q15047,0.617509232
5931|RBBP7|Q16576,9869|SETDB1|Q15047,0.615780603
3276|PRMT1|Q99873,1105|CHD1|O14646,0.615071381
9112|MTA1|Q13330,6045|RNF2|Q99496,0.614747193
6119|RPA3|P35244,23476|BRD4|O60885,0.61433284
23028|KDM1A|O60341,8535|CBX4|O00257,0.60856662
55693|KDM4D|Q6B0I6,1108|CHD4|Q14839,0.60671143
3276|PRMT1|Q99873,55140|ELP3|Q9H9T3,0.605992264
6749|SSRP1|Q08945,6594|SMARCA1|P28370,0.60422618
55929|DMAP1|Q9NPF5,3066|HDAC2|Q92769,0.602769198
84733|CBX2|Q14781,3066|HDAC2|Q92769,0.598215328
3065|HDAC1|Q13547,10951|CBX1|P83916,0.597306155
27125|AFF4|Q9UHB7,4204|MECP2|P51608,0.595318567
6749|SSRP1|Q08945,5110|PCMT1|P22061,0.594615805
6605|SMARCE1|Q969G3,6045|RNF2|Q99496,0.594583807
84108|PCGF6|Q9BYE7,80335|WDR82|Q6UXN9,0.593112286
3065|HDAC1|Q13547,2145|EZH1|Q92800,0.590081594
10498|CARM1|Q86X55,5110|PCMT1|P22061,0.589939335
27125|AFF4|Q9UHB7,3065|HDAC1|Q13547,0.588972931
3065|HDAC1|Q13547,11091|WDR5|P61964,0.588232202
6599|SMARCC1|Q92922,23210|JMJD6|Q6NYC1,0.586587577
6601|SMARCC2|Q8TAQ2,80335|WDR82|Q6UXN9,0.585446384
9329|GTF3C4|Q9UKN8,23774|BRD1|O95696,0.584568521
9031|BAZ1B|Q9UIG0,6597|SMARCA4|P51532,0.584554492
11143|KAT7|O95251,25942|SIN3A|Q96ST3,0.582563869
10155|TRIM28|Q13263,84108|PCGF6|Q9BYE7,0.579863567
5110|PCMT1|P22061,9869|SETDB1|Q15047,0.579728646
4204|MECP2|P51608,6601|SMARCC2|Q8TAQ2,0.579712488
79813|EHMT1|Q9H9B1,55193|PBRM1|Q86U86,0.578948995
22823|MTF2|Q9Y483,55193|PBRM1|Q86U86,0.578054575
4152|MBD1|Q9UIS9,8535|CBX4|O00257,0.575116896
23512|SUZ12|Q15022,2965|GTF2H1|P32780,0.5748368
51780|KDM3B|Q7LBC6,3015|H2AFZ|P0C0S5,0.574178135
84456|L3MBTL3|Q96JM7,1912|PHC2|Q8IXK0,0.570385424
3276|PRMT1|Q99873,51592|TRIM33|Q9UPN9,0.569821254
54904|WHSC1L1|Q9BZ95,142|PARP1|P09874,0.56359381
3276|PRMT1|Q99873,7799|PRDM2|Q13029,0.562233537
10771|ZMYND11|Q15326,10419|PRMT5|O14744,0.561203914
10498|CARM1|Q86X55,3066|HDAC2|Q92769,0.560128681
3065|HDAC1|Q13547,84661|DPY30|Q9C005,0.557257589
55818|KDM3A|Q9Y4C1,55274|PHF10|Q8WUB8,0.556649437
11108|PRDM4|Q9UKN5,3015|H2AFZ|P0C0S5,0.554004328
60|ACTB|P60709,10933|MORF4L1|Q9UBU8,0.549771884
23246|BOP1|Q14137,5928|RBBP4|Q09028,0.547310971
10765|KDM5B|Q9UGL1,3065|HDAC1|Q13547,0.545759007
6015|RING1|Q06587,9070|ASH2L|Q9UBL3,0.545668778
84289|ING5|Q8WYH8,5931|RBBP7|Q16576,0.545233745
11168|PSIP1|O75475,11335|CBX3|Q13185,0.543457667
54904|WHSC1L1|Q9BZ95,6045|RNF2|Q99496,0.543327244
11198|SUPT16H|Q9Y5B9,9329|GTF3C4|Q9UKN8,0.542841892
2289|FKBP5|Q13451,9329|GTF3C4|Q9UKN8,0.542354365
55929|DMAP1|Q9NPF5,3015|H2AFZ|P0C0S5,0.54137036
84289|ING5|Q8WYH8,10155|TRIM28|Q13263,0.540810655
27125|AFF4|Q9UHB7,84661|DPY30|Q9C005,0.538901027
5928|RBBP4|Q09028,8930|MBD4|O95243,0.538697877
9810|RNF40|O75150,10419|PRMT5|O14744,0.538190631
9329|GTF3C4|Q9UKN8,11168|PSIP1|O75475,0.536949127
27125|AFF4|Q9UHB7,5431|POLR2B|P30876,0.536341048
9329|GTF3C4|Q9UKN8,10036|CHAF1A|Q13111,0.535039872
11335|CBX3|Q13185,9112|MTA1|Q13330,0.533621622
6749|SSRP1|Q08945,5928|RBBP4|Q09028,0.532080591
389856|USP27X|A6NNY8,142|PARP1|P09874,0.531441718
25942|SIN3A|Q96ST3,23522|KAT6B|Q8WYB5,0.529540591
10498|CARM1|Q86X55,6605|SMARCE1|Q969G3,0.526799441
53615|MBD3|O95983,6749|SSRP1|Q08945,0.52632181
3015|H2AFZ|P0C0S5,7290|HIRA|P54198,0.526169479
22992|KDM2A|Q9Y2K7,8535|CBX4|O00257,0.524818449
9329|GTF3C4|Q9UKN8,5563|PRKAA2|P54646,0.524062715
26147|PHF19|Q5T6S3,9329|GTF3C4|Q9UKN8,0.523886052
1105|CHD1|O14646,10155|TRIM28|Q13263,0.519856077
10419|PRMT5|O14744,6304|SATB1|Q01826,0.519613305
6045|RNF2|Q99496,8467|SMARCA5|O60264,0.515943559
22992|KDM2A|Q9Y2K7,6045|RNF2|Q99496,0.515838704
6597|SMARCA4|P51532,23210|JMJD6|Q6NYC1,0.514608286
6601|SMARCC2|Q8TAQ2,51592|TRIM33|Q9UPN9,0.514389228
2289|FKBP5|Q13451,142|PARP1|P09874,0.514227213
60|ACTB|P60709,672|BRCA1|P38398,0.51384333
10013|HDAC6|Q9UBN7,10419|PRMT5|O14744,0.511762878
9031|BAZ1B|Q9UIG0,4204|MECP2|P51608,0.51146584
23133|PHF8|Q9UPP1,5928|RBBP4|Q09028,0.505469524
27125|AFF4|Q9UHB7,11091|WDR5|P61964,0.505198906
6119|RPA3|P35244,3015|H2AFZ|P0C0S5,0.503152056
10389|SCML2|Q9UQR0,11335|CBX3|Q13185,0.50239967
84787|SUV420H2|Q86Y97,3015|H2AFZ|P0C0S5,0.501629019
10419|PRMT5|O14744,8726|EED|O75530,0.500430006
11198|SUPT16H|Q9Y5B9,25942|SIN3A|Q96ST3,0.498227905
3065|HDAC1|Q13547,23246|BOP1|Q14137,0.498201217
23569|PADI4|Q9UM07,10155|TRIM28|Q13263,0.497637981
23476|BRD4|O60885,25942|SIN3A|Q96ST3,0.496779718
11198|SUPT16H|Q9Y5B9,54623|PAF1|Q8N7H5,0.49574347
79960|PHF17|Q6IE81,86|ACTL6A|O96019,0.495551583
5927|KDM5A|P29375,86|ACTL6A|O96019,0.494361774
23246|BOP1|Q14137,5931|RBBP7|Q16576,0.494265352
79960|PHF17|Q6IE81,6601|SMARCC2|Q8TAQ2,0.494010884
86|ACTL6A|O96019,5110|PCMT1|P22061,0.488289279
27125|AFF4|Q9UHB7,23468|CBX5|P45973,0.487983653
142|PARP1|P09874,51592|TRIM33|Q9UPN9,0.487868352
4204|MECP2|P51608,9112|MTA1|Q13330,0.486279955
11198|SUPT16H|Q9Y5B9,9112|MTA1|Q13330,0.484565805
142|PARP1|P09874,10951|CBX1|P83916,0.484160569
79813|EHMT1|Q9H9B1,5110|PCMT1|P22061,0.484036812
3015|H2AFZ|P0C0S5,9611|NCOR1|O75376,0.482673238
11168|PSIP1|O75475,9112|MTA1|Q13330,0.481285305
9031|BAZ1B|Q9UIG0,79831|KDM8|Q8N371,0.478554581
4204|MECP2|P51608,1912|PHC2|Q8IXK0,0.477316873
10155|TRIM28|Q13263,7799|PRDM2|Q13029,0.475532782
9031|BAZ1B|Q9UIG0,8520|HAT1|O14929,0.475499119
10155|TRIM28|Q13263,55140|ELP3|Q9H9T3,0.475201301
11335|CBX3|Q13185,22992|KDM2A|Q9Y2K7,0.474997128
8805|TRIM24|O15164,3276|PRMT1|Q99873,0.47396582
1912|PHC2|Q8IXK0,64324|NSD1|Q96L73,0.473160451
51111|SUV420H1|Q4FZB7,3015|H2AFZ|P0C0S5,0.472970323
1106|CHD2|O14647,5431|POLR2B|P30876,0.470702058
4673|NAP1L1|P55209,51592|TRIM33|Q9UPN9,0.470656354
79960|PHF17|Q6IE81,11091|WDR5|P61964,0.470358684
9031|BAZ1B|Q9UIG0,23613|ZMYND8|Q9ULU4,0.468588194
23613|ZMYND8|Q9ULU4,3066|HDAC2|Q92769,0.468277645
9031|BAZ1B|Q9UIG0,6045|RNF2|Q99496,0.467781777
11198|SUPT16H|Q9Y5B9,5928|RBBP4|Q09028,0.464713659
8805|TRIM24|O15164,142|PARP1|P09874,0.461850433
23135|KDM6B|O15054,3276|PRMT1|Q99873,0.461815106
5431|POLR2B|P30876,6604|SMARCD3|Q6STE5,0.461066616
1106|CHD2|O14647,3276|PRMT1|Q99873,0.458868538
